left_eye_x,left_eye_y,right_eye_x,right_eye_y,mouth_x,mouth_y,left_ear_1_x,left_ear_1_y,left_ear_2_x,left_ear_2_y,left_ear_3_x,left_ear_3_y,right_ear_1_x,right_ear_1_y,right_ear_2_x,right_ear_2_y,right_ear_3_x,right_ear_3_y,file_name
427.0,528.0,631.0,442.0,603.0,649.0,184.0,480.0,19.0,232.0,268.0,363.0,524.0,270.0,607.0,19.0,667.0,299.0,172419e15ba8cef323d4f601cc957df4.jpg
501.0,323.0,566.0,536.0,348.0,491.0,624.0,102.0,831.0,75.0,713.0,231.0,766.0,436.0,953.0,565.0,748.0,594.0,26e328178cc0da954f76bae9bdbf7930.jpg
462.0,463.0,499.0,467.0,477.0,500.0,442.0,440.0,432.0,407.0,461.0,429.0,506.0,434.0,539.0,419.0,525.0,448.0,bc9940c3bdc8bd9955636bbd7cdfd381.jpg
583.0,280.0,679.0,274.0,638.0,359.0,513.0,249.0,479.0,152.0,571.0,198.0,684.0,193.0,757.0,111.0,739.0,240.0,429ca3495a0e6e79918d9772a7998d4e.jpg
170.0,187.0,211.0,199.0,180.0,231.0,157.0,151.0,154.0,108.0,180.0,126.0,236.0,142.0,270.0,124.0,232.0,174.0,997dd8b12bb50b9c67dd3e8046107055.jpg
125.0,139.0,152.0,140.0,137.0,159.0,112.0,127.0,111.0,95.0,129.0,117.0,154.0,118.0,178.0,106.0,174.0,131.0,96630027cf7c76c4c18cb8c32c528fe3.jpg
427.0,270.0,468.0,267.0,448.0,304.0,395.0,240.0,390.0,191.0,428.0,219.0,462.0,217.0,498.0,179.0,498.0,235.0,d53ffdf5c93d8efc873174170827044e.jpg
268.0,172.0,300.0,173.0,283.0,202.0,253.0,143.0,241.0,105.0,272.0,126.0,310.0,128.0,334.0,112.0,330.0,148.0,6980f0f37c8097d7581efaddc1317a54.jpg
307.0,199.0,343.0,203.0,321.0,229.0,275.0,184.0,276.0,131.0,303.0,160.0,356.0,167.0,395.0,146.0,383.0,197.0,25dda06e36b2ed7c132c9dff904f9f63.jpg
243.0,170.0,308.0,166.0,283.0,227.0,170.0,120.0,170.0,40.0,233.0,85.0,298.0,81.0,360.0,27.0,344.0,110.0,ee404ae1d8a8029c3f0c00df3e62fade.jpg
253.0,140.0,368.0,141.0,319.0,218.0,183.0,104.0,169.0,-21.0,258.0,49.0,362.0,52.0,461.0,-26.0,429.0,105.0,c4f501e76378ad1b7b905378567bf8b2.jpg
320.0,416.0,382.0,398.0,357.0,440.0,278.0,417.0,250.0,346.0,306.0,367.0,373.0,347.0,408.0,301.0,418.0,372.0,0637e329fe62e35474c6f18c4b7a4cb6.jpg
203.0,94.0,267.0,85.0,238.0,127.0,160.0,98.0,144.0,21.0,200.0,56.0,268.0,49.0,314.0,-2.0,314.0,78.0,407be84a6f8faeb10d9de2c16efacd7e.jpg
267.0,171.0,363.0,167.0,314.0,243.0,199.0,133.0,185.0,-19.0,270.0,51.0,359.0,50.0,452.0,-32.0,444.0,130.0,8d8de7d95084added247bfea7755cde5.jpg
315.0,356.0,498.0,365.0,403.0,498.0,183.0,259.0,194.0,40.0,326.0,180.0,499.0,185.0,638.0,52.0,603.0,279.0,e49936527db5db978c1c2a234227a74c.jpg
524.0,322.0,600.0,330.0,559.0,384.0,475.0,288.0,485.0,201.0,526.0,250.0,598.0,257.0,663.0,224.0,644.0,306.0,9af941cee41c08b162229fd099ad442a.jpg
132.0,187.0,195.0,198.0,149.0,241.0,87.0,128.0,82.0,66.0,143.0,100.0,217.0,115.0,286.0,95.0,264.0,161.0,425421a4315058589170e270a2fe5df2.jpg
425.0,448.0,470.0,451.0,445.0,490.0,394.0,410.0,405.0,357.0,436.0,398.0,468.0,400.0,500.0,361.0,506.0,418.0,c47972043adcae1b9e10c04645cd9b23.jpg
133.0,224.0,255.0,228.0,172.0,310.0,88.0,145.0,51.0,27.0,120.0,104.0,281.0,110.0,379.0,46.0,371.0,159.0,6a766b0c054f00cb05ecc4363ab0d39e.jpg
172.0,201.0,189.0,122.0,256.0,167.0,122.0,244.0,25.0,236.0,94.0,185.0,111.0,113.0,70.0,38.0,158.0,79.0,41f0ae541a6f92130452176681c674d3.jpg
200.0,205.0,174.0,267.0,141.0,219.0,242.0,181.0,308.0,209.0,249.0,230.0,227.0,280.0,247.0,341.0,186.0,311.0,346e30ddbfd788dc503770a1221bb4de.jpg
532.0,253.0,647.0,249.0,592.0,333.0,443.0,196.0,440.0,76.0,540.0,153.0,630.0,152.0,738.0,74.0,731.0,195.0,a714d7992d313147b8c9598ca494fd60.jpg
91.0,138.0,148.0,141.0,115.0,187.0,58.0,107.0,65.0,31.0,102.0,83.0,141.0,84.0,184.0,37.0,191.0,113.0,fd9b235727177fab0155e7c8ce86672b.jpg
320.0,88.0,376.0,97.0,337.0,128.0,299.0,72.0,300.0,21.0,332.0,54.0,383.0,61.0,424.0,27.0,418.0,93.0,5c4deb938b8cb76d57ab94eec5afd919.jpg
438.0,372.0,608.0,370.0,523.0,484.0,319.0,314.0,327.0,87.0,442.0,221.0,582.0,225.0,720.0,87.0,715.0,317.0,4db9e130da62df7c235670bab82a6c35.jpg
207.0,199.0,304.0,184.0,279.0,285.0,120.0,147.0,90.0,55.0,173.0,102.0,281.0,83.0,355.0,12.0,347.0,115.0,96b160b9cbfca487adcb163eca7fd6bb.jpg
156.0,539.0,295.0,514.0,255.0,632.0,89.0,474.0,-15.0,442.0,105.0,389.0,309.0,356.0,406.0,354.0,337.0,434.0,c82c459a28e5dc77defb4513bf776da3.jpg
273.0,181.0,320.0,186.0,293.0,216.0,233.0,152.0,235.0,101.0,274.0,132.0,323.0,137.0,372.0,114.0,362.0,166.0,9e6f6eba5d2cb1d4915cd893e438a26d.jpg
172.0,167.0,285.0,190.0,218.0,264.0,93.0,125.0,52.0,9.0,146.0,85.0,318.0,124.0,433.0,55.0,373.0,188.0,57e7ccce1643141988700bc64583aec9.jpg
404.0,422.0,654.0,457.0,499.0,647.0,254.0,342.0,264.0,35.0,444.0,192.0,704.0,237.0,918.0,143.0,831.0,432.0,ebfef2b225171e14e24e8338355f156d.jpg
356.0,417.0,582.0,427.0,501.0,613.0,162.0,271.0,187.0,49.0,320.0,159.0,586.0,184.0,781.0,149.0,661.0,309.0,dc3fdcf6f6907b1bc64ea3867f131d1a.jpg
135.0,104.0,185.0,99.0,153.0,131.0,114.0,90.0,93.0,56.0,132.0,56.0,200.0,48.0,230.0,22.0,246.0,80.0,5738770689f2b12555d2554b7f5ed441.jpg
234.0,153.0,295.0,159.0,262.0,196.0,200.0,125.0,210.0,56.0,247.0,101.0,293.0,105.0,343.0,72.0,335.0,138.0,b12846b1e96970d078c1ef363b015523.jpg
155.0,293.0,188.0,289.0,175.0,320.0,124.0,284.0,114.0,235.0,151.0,258.0,181.0,253.0,212.0,220.0,211.0,274.0,90e2123b3938e13461931d2a749f9a56.jpg
437.0,283.0,597.0,281.0,511.0,425.0,347.0,206.0,336.0,19.0,459.0,125.0,590.0,127.0,720.0,18.0,725.0,202.0,f55772c342933c106b4c6bf781aebebb.jpg
121.0,209.0,266.0,207.0,205.0,311.0,47.0,165.0,28.0,27.0,124.0,92.0,246.0,87.0,332.0,18.0,330.0,156.0,c178088e04f0b5b43e83bb066be960c0.jpg
77.0,170.0,116.0,176.0,88.0,211.0,74.0,141.0,67.0,88.0,91.0,128.0,133.0,135.0,172.0,101.0,167.0,158.0,3567435f45d3c309e4d279d403e178d8.jpg
260.0,362.0,404.0,376.0,363.0,489.0,120.0,255.0,181.0,85.0,253.0,229.0,344.0,238.0,461.0,135.0,427.0,286.0,082382a48c3cc5d367c38fb60ebb3266.jpg
245.0,143.0,335.0,150.0,288.0,227.0,196.0,102.0,204.0,-9.0,263.0,71.0,327.0,77.0,410.0,21.0,383.0,118.0,3a2ff0f6b3d3dfb65d90ad895260c724.jpg
282.0,275.0,309.0,277.0,294.0,302.0,247.0,237.0,248.0,195.0,267.0,231.0,321.0,235.0,350.0,212.0,333.0,245.0,864b80a13c95002388c75aca7edc1561.jpg
232.0,142.0,297.0,149.0,264.0,194.0,198.0,107.0,205.0,36.0,238.0,89.0,295.0,96.0,334.0,62.0,318.0,120.0,cb412581b094851dd1c1f536de7f6131.jpg
437.0,396.0,608.0,358.0,575.0,511.0,272.0,353.0,221.0,115.0,410.0,228.0,544.0,201.0,648.0,28.0,673.0,266.0,384a9f7c862456ad12fab445abc7bbad.jpg
218.0,368.0,330.0,375.0,273.0,459.0,146.0,311.0,124.0,184.0,218.0,236.0,335.0,242.0,438.0,191.0,398.0,325.0,b63d223b18dd1ac3750c5c734d9726c6.jpg
99.0,125.0,149.0,129.0,125.0,166.0,47.0,94.0,46.0,30.0,94.0,68.0,156.0,72.0,205.0,39.0,180.0,102.0,a228e8449569fff7c6e9e6f962354e81.jpg
347.0,368.0,545.0,384.0,424.0,508.0,285.0,251.0,214.0,174.0,347.0,186.0,635.0,211.0,841.0,94.0,773.0,293.0,c41082264710e846a4f6705c4f243aba.jpg
107.0,295.0,207.0,363.0,110.0,429.0,66.0,195.0,153.0,82.0,180.0,202.0,267.0,261.0,393.0,231.0,310.0,361.0,77a8221c02b498af147876961e3edcb7.jpg
216.0,502.0,282.0,460.0,281.0,533.0,149.0,503.0,93.0,421.0,181.0,433.0,231.0,404.0,247.0,316.0,306.0,408.0,e95bb3f91c71e87d8e8760f7c17854dd.jpg
232.0,153.0,341.0,128.0,278.0,197.0,191.0,160.0,160.0,48.0,241.0,84.0,333.0,65.0,400.0,-14.0,408.0,113.0,e961167a356c23c2f7f798ace4c1f8e9.jpg
228.0,189.0,291.0,181.0,269.0,234.0,160.0,158.0,152.0,119.0,206.0,131.0,289.0,123.0,339.0,90.0,311.0,143.0,39d4c6b835f01dc5e292d6a40343d7e6.jpg
600.0,282.0,748.0,289.0,672.0,414.0,497.0,217.0,478.0,63.0,607.0,156.0,731.0,159.0,860.0,70.0,832.0,228.0,ec4d7ac5f7317cbb2b29f03aa5ab79da.jpg
436.0,398.0,624.0,318.0,597.0,513.0,266.0,361.0,139.0,243.0,355.0,220.0,535.0,148.0,646.0,-55.0,688.0,190.0,8e4beebe8fa32e2bebb9d167528322e1.jpg
421.0,311.0,579.0,291.0,514.0,456.0,268.0,234.0,190.0,52.0,352.0,147.0,604.0,117.0,747.0,-56.0,724.0,177.0,235d4498f3257c97a156732609e65a40.jpg
217.0,150.0,342.0,145.0,282.0,238.0,132.0,135.0,96.0,2.0,188.0,52.0,344.0,51.0,441.0,-30.0,412.0,130.0,7b5e153b00a6380c1bc751e9d27fce9f.jpg
130.0,217.0,171.0,218.0,149.0,243.0,101.0,207.0,100.0,165.0,127.0,186.0,170.0,186.0,203.0,165.0,199.0,209.0,4dcb7bb1b24b68cbfd62ea0e31f0115d.jpg
196.0,175.0,297.0,174.0,253.0,241.0,130.0,145.0,114.0,37.0,192.0,93.0,291.0,93.0,373.0,41.0,349.0,147.0,d7e596fc2c8365e2fa0ecfef14facbeb.jpg
169.0,61.0,206.0,60.0,187.0,90.0,150.0,47.0,113.0,-8.0,165.0,21.0,208.0,20.0,246.0,-8.0,236.0,47.0,fbaeb2c4309eddfde9bc8177d441d937.jpg
226.0,186.0,274.0,187.0,254.0,226.0,187.0,144.0,199.0,103.0,232.0,119.0,269.0,120.0,308.0,99.0,300.0,148.0,4118aa539676e4cc42b502c4940485a3.jpg
527.0,228.0,615.0,295.0,512.0,328.0,583.0,102.0,507.0,40.0,624.0,81.0,798.0,194.0,894.0,256.0,764.0,227.0,4d4d795d784f3a8d3d07479e0ac79073.jpg
360.0,204.0,440.0,204.0,379.0,275.0,339.0,153.0,319.0,57.0,375.0,108.0,453.0,110.0,510.0,60.0,526.0,161.0,f54700eebc29bd5b7a3dc5e84ec2f866.jpg
115.0,170.0,137.0,169.0,124.0,186.0,101.0,161.0,99.0,132.0,118.0,150.0,136.0,150.0,154.0,130.0,156.0,160.0,8a65b2f22d7b11d6bbb9462d9f396536.jpg
175.0,252.0,203.0,246.0,193.0,272.0,152.0,239.0,146.0,210.0,171.0,224.0,195.0,219.0,214.0,196.0,216.0,226.0,9f7076d871c51792ccfecf7cd1726548.jpg
541.0,214.0,624.0,214.0,586.0,278.0,475.0,157.0,475.0,98.0,529.0,129.0,635.0,126.0,688.0,97.0,685.0,161.0,442a8aad24a633e71d22db4f10709105.jpg
203.0,147.0,233.0,144.0,220.0,167.0,183.0,135.0,174.0,99.0,198.0,120.0,229.0,117.0,248.0,94.0,253.0,128.0,68e3c5f52549760f486a98ec273a44a0.jpg
428.0,323.0,691.0,376.0,566.0,525.0,283.0,256.0,332.0,-53.0,491.0,165.0,664.0,200.0,867.0,120.0,773.0,358.0,df08b99407e7891873f0f333f9f9710e.jpg
200.0,204.0,286.0,201.0,253.0,280.0,95.0,205.0,60.0,89.0,158.0,135.0,301.0,134.0,390.0,85.0,358.0,195.0,9d87945afc70412714b3391f24079126.jpg
309.0,162.0,339.0,167.0,322.0,189.0,289.0,143.0,292.0,106.0,313.0,129.0,340.0,134.0,371.0,116.0,358.0,154.0,615d761b245ea03b571fa9f07a22c3e6.jpg
294.0,232.0,355.0,235.0,322.0,286.0,229.0,179.0,227.0,90.0,285.0,158.0,355.0,160.0,418.0,98.0,391.0,186.0,acc5be8d3b91da5d7d9a0ea8be05aceb.jpg
252.0,145.0,338.0,153.0,311.0,218.0,216.0,70.0,125.0,40.0,212.0,42.0,323.0,52.0,395.0,59.0,341.0,81.0,f4b00a46954f2864af67ffc9f7e1efd4.jpg
452.0,311.0,571.0,315.0,505.0,395.0,379.0,253.0,360.0,143.0,459.0,199.0,581.0,203.0,682.0,143.0,663.0,265.0,f67aec444e6fb1fcd6fa85b4039d2ce9.jpg
519.0,288.0,621.0,283.0,566.0,341.0,458.0,284.0,437.0,177.0,511.0,220.0,635.0,220.0,712.0,169.0,699.0,276.0,73a7a6da882fe710e126f90382e68ddf.jpg
279.0,129.0,347.0,110.0,336.0,165.0,216.0,115.0,197.0,56.0,250.0,64.0,318.0,47.0,361.0,14.0,369.0,75.0,173afdf31680550fe89f781549f3102e.jpg
181.0,127.0,232.0,128.0,209.0,157.0,133.0,114.0,136.0,31.0,176.0,77.0,228.0,79.0,275.0,36.0,275.0,116.0,e89214ab030fa656138425b7105ad979.jpg
248.0,431.0,441.0,450.0,323.0,592.0,261.0,263.0,138.0,105.0,293.0,182.0,504.0,200.0,665.0,229.0,489.0,284.0,fc14431bb0a7fd887d6ae9cb8bfdf5c9.jpg
464.0,166.0,544.0,171.0,496.0,216.0,426.0,134.0,444.0,52.0,482.0,104.0,550.0,108.0,598.0,59.0,607.0,145.0,0aa7e5ab7c19546f8007fbd53522660a.jpg
311.0,191.0,380.0,197.0,332.0,248.0,290.0,144.0,281.0,63.0,324.0,116.0,396.0,125.0,446.0,78.0,451.0,167.0,46e9815135f6685f13e603419c64522f.jpg
240.0,127.0,291.0,156.0,250.0,175.0,209.0,89.0,255.0,25.0,270.0,83.0,312.0,108.0,369.0,94.0,332.0,158.0,6abf11086ae9fa5fbe5d51a1beb103fe.jpg
273.0,166.0,353.0,164.0,324.0,235.0,203.0,122.0,201.0,27.0,259.0,88.0,335.0,87.0,399.0,33.0,382.0,120.0,1470dcca6f84e74baacea528d90127f4.jpg
176.0,219.0,291.0,187.0,265.0,299.0,94.0,175.0,60.0,66.0,142.0,97.0,248.0,72.0,308.0,-6.0,322.0,122.0,606d2c0afc0414655752617ad1d03f6d.jpg
780.0,242.0,878.0,244.0,830.0,316.0,701.0,210.0,714.0,63.0,791.0,143.0,869.0,145.0,974.0,73.0,955.0,213.0,099a245360fbeb12055f2df27a89a0b2.jpg
721.0,309.0,814.0,314.0,783.0,410.0,610.0,224.0,679.0,86.0,730.0,169.0,799.0,180.0,900.0,110.0,827.0,250.0,da1b429323980b784344713078f1515b.jpg
174.0,264.0,257.0,260.0,220.0,321.0,114.0,227.0,99.0,132.0,161.0,171.0,253.0,167.0,309.0,124.0,302.0,219.0,379244ecdf2e4206d66c3bfff0a31e3f.jpg
210.0,124.0,265.0,130.0,230.0,170.0,185.0,87.0,187.0,17.0,227.0,72.0,271.0,77.0,323.0,36.0,321.0,108.0,91c9c10dd673ec79923474ea1cf362fc.jpg
188.0,197.0,266.0,183.0,239.0,240.0,113.0,159.0,69.0,127.0,121.0,105.0,277.0,73.0,333.0,52.0,310.0,121.0,6463c94852ec47b04dc191f4a52d1c9a.jpg
483.0,353.0,533.0,355.0,507.0,398.0,461.0,318.0,457.0,261.0,491.0,289.0,531.0,289.0,561.0,266.0,571.0,322.0,23273cbb2b21a02acdf18e9df34782bc.jpg
136.0,156.0,194.0,156.0,161.0,206.0,105.0,123.0,97.0,60.0,137.0,93.0,194.0,93.0,234.0,57.0,239.0,123.0,750e75b69dd77c8690ae8c48f6256d79.jpg
277.0,189.0,368.0,199.0,316.0,274.0,216.0,111.0,228.0,36.0,284.0,82.0,374.0,94.0,452.0,65.0,418.0,138.0,bd025f8bba36dab8f847c19b2a474d58.jpg
231.0,203.0,280.0,192.0,261.0,221.0,186.0,182.0,185.0,139.0,221.0,155.0,267.0,145.0,290.0,116.0,303.0,157.0,8ec23ce53d31cc41a7da9e1e72d01a2a.jpg
173.0,175.0,205.0,170.0,193.0,197.0,128.0,156.0,119.0,112.0,162.0,131.0,199.0,125.0,234.0,93.0,236.0,139.0,5779d530799012d2031d6b8f642a1910.jpg
208.0,184.0,286.0,182.0,247.0,241.0,149.0,137.0,147.0,46.0,204.0,91.0,288.0,90.0,341.0,45.0,351.0,132.0,bf25c06e54db31ef3aa3cbc780b60880.jpg
407.0,463.0,595.0,396.0,597.0,596.0,133.0,346.0,67.0,149.0,310.0,266.0,513.0,208.0,652.0,20.0,602.0,213.0,b0baf2040d27f73df245f41997dba1b7.jpg
470.0,322.0,578.0,323.0,534.0,401.0,382.0,264.0,383.0,152.0,468.0,219.0,564.0,218.0,652.0,159.0,633.0,267.0,edf091848820a0eb9dcb3a41bd280285.jpg
246.0,154.0,358.0,197.0,265.0,273.0,188.0,95.0,231.0,-48.0,284.0,67.0,383.0,103.0,519.0,60.0,442.0,192.0,197b04ade3bcde60284b4b339fb2f250.jpg
100.0,164.0,154.0,167.0,125.0,206.0,73.0,139.0,67.0,79.0,96.0,122.0,159.0,127.0,204.0,98.0,180.0,146.0,f69036eb10b82aab6b013ed8c2a0a626.jpg
104.0,188.0,168.0,223.0,116.0,258.0,73.0,132.0,121.0,54.0,139.0,133.0,188.0,162.0,266.0,143.0,220.0,214.0,041d92c5ceb95895a2be4f513323b979.jpg
169.0,232.0,198.0,149.0,263.0,203.0,96.0,275.0,24.0,258.0,66.0,208.0,92.0,125.0,97.0,47.0,152.0,101.0,f07b534c5faa95e99641a9bf7d4eb5c6.jpg
211.0,191.0,244.0,188.0,230.0,216.0,189.0,175.0,181.0,145.0,206.0,157.0,239.0,154.0,263.0,136.0,264.0,169.0,e53ca8196e513b57ec014bddbef8e313.jpg
291.0,133.0,346.0,173.0,283.0,193.0,275.0,91.0,302.0,16.0,322.0,89.0,379.0,136.0,463.0,138.0,394.0,180.0,0e3a7e59c1cb106c2ffa23aa3cce4405.jpg
187.0,122.0,252.0,114.0,226.0,167.0,149.0,98.0,131.0,36.0,183.0,71.0,244.0,64.0,281.0,18.0,281.0,84.0,96987e08a9f2c5bd70af8beab11ab1ef.jpg
300.0,102.0,336.0,93.0,324.0,125.0,270.0,90.0,258.0,43.0,292.0,66.0,324.0,57.0,343.0,17.0,358.0,67.0,f3ce34643e151dbe10a5c0e8671653e1.jpg
123.0,224.0,231.0,256.0,151.0,316.0,49.0,146.0,46.0,28.0,114.0,81.0,284.0,132.0,368.0,111.0,318.0,225.0,30e477208e2703ddc59a3d134dbf843c.jpg
224.0,170.0,305.0,161.0,276.0,229.0,171.0,128.0,171.0,32.0,225.0,91.0,281.0,86.0,329.0,23.0,347.0,112.0,ddb64a107e108c471bfe6320ef80d546.jpg
153.0,162.0,244.0,194.0,155.0,262.0,163.0,83.0,145.0,-22.0,221.0,49.0,283.0,70.0,371.0,20.0,275.0,121.0,2d26d2b33f6e0ee0a0a2a511ad79e55b.jpg
135.0,115.0,184.0,124.0,143.0,145.0,115.0,119.0,131.0,46.0,157.0,87.0,203.0,95.0,262.0,70.0,233.0,142.0,7fdd2136146a9698594bb5a9f76f887c.jpg
568.0,408.0,616.0,412.0,590.0,449.0,546.0,372.0,553.0,315.0,579.0,362.0,620.0,366.0,663.0,339.0,649.0,382.0,f22abe93a987702f1b97dfceecb8bde5.jpg
504.0,294.0,626.0,263.0,588.0,350.0,382.0,264.0,336.0,116.0,455.0,151.0,588.0,122.0,683.0,24.0,706.0,182.0,ccec4fe50023221acf484a8b13dd6efc.jpg
146.0,184.0,233.0,186.0,185.0,260.0,116.0,123.0,87.0,27.0,153.0,91.0,233.0,91.0,298.0,24.0,294.0,124.0,66b8d7f92cf145c1b1197f8eaaa8df4e.jpg
253.0,137.0,336.0,139.0,299.0,199.0,200.0,95.0,177.0,5.0,241.0,64.0,361.0,67.0,411.0,10.0,379.0,97.0,fa9a79ea43adb1607017e8304d2b2d79.jpg
494.0,341.0,591.0,327.0,554.0,408.0,411.0,305.0,401.0,216.0,473.0,254.0,578.0,243.0,661.0,196.0,636.0,278.0,24dc5afb8685da4f62335c0664b94d8a.jpg
375.0,446.0,527.0,501.0,395.0,635.0,357.0,278.0,315.0,38.0,455.0,248.0,598.0,308.0,765.0,228.0,740.0,446.0,b86f45a73beb4ed57fa18b7eb5433dfe.jpg
334.0,618.0,546.0,680.0,392.0,809.0,213.0,501.0,224.0,253.0,352.0,439.0,601.0,518.0,855.0,430.0,681.0,643.0,eea66a90c22e0dff6cfca6bd79ee5ace.jpg
183.0,157.0,251.0,143.0,236.0,208.0,113.0,112.0,110.0,34.0,155.0,73.0,228.0,59.0,267.0,9.0,270.0,83.0,8d7b2871230f2d97d1d4d09e1d3f8296.jpg
171.0,140.0,254.0,166.0,191.0,226.0,143.0,79.0,162.0,-6.0,203.0,68.0,281.0,92.0,352.0,55.0,318.0,138.0,53c9212c123f6bde979115f1709cc1b7.jpg
207.0,100.0,250.0,93.0,238.0,134.0,161.0,84.0,146.0,51.0,187.0,62.0,246.0,52.0,278.0,18.0,270.0,67.0,942dbdcf3b486fc0beb21eb207b44c1a.jpg
218.0,75.0,280.0,77.0,244.0,110.0,170.0,62.0,170.0,-6.0,215.0,31.0,301.0,37.0,348.0,9.0,332.0,69.0,63a7f10e4e7dc9cc3dce330ebdedc609.jpg
185.0,178.0,257.0,165.0,232.0,217.0,116.0,173.0,61.0,94.0,131.0,120.0,258.0,98.0,309.0,49.0,306.0,139.0,bc362917568c55258ba55345eecd0074.jpg
185.0,344.0,203.0,305.0,229.0,344.0,151.0,356.0,98.0,334.0,142.0,319.0,161.0,276.0,146.0,234.0,195.0,256.0,4b0115e34690785423c90eb1408e6674.jpg
205.0,166.0,300.0,175.0,236.0,246.0,162.0,117.0,174.0,-12.0,231.0,83.0,305.0,90.0,390.0,15.0,386.0,140.0,709f069daf5094830613f64625b5d4c2.jpg
144.0,215.0,218.0,256.0,145.0,301.0,123.0,142.0,153.0,68.0,186.0,143.0,252.0,178.0,336.0,170.0,296.0,236.0,fae08fcc5758577915787a6c6f7289d9.jpg
169.0,260.0,302.0,244.0,252.0,355.0,57.0,185.0,49.0,51.0,155.0,127.0,266.0,118.0,366.0,19.0,362.0,157.0,ea8b7f2cf555fdea8e7e09a6b8eaac0b.jpg
212.0,190.0,295.0,160.0,282.0,236.0,120.0,170.0,95.0,59.0,185.0,105.0,247.0,84.0,297.0,-10.0,325.0,101.0,d2448bdd98b6f55e4c03a0d29ac2fbb8.jpg
192.0,181.0,256.0,186.0,225.0,232.0,143.0,142.0,153.0,59.0,191.0,108.0,258.0,113.0,303.0,66.0,303.0,152.0,184f35604b2fa2643676dc29987afa7f.jpg
86.0,159.0,183.0,175.0,116.0,243.0,60.0,111.0,63.0,-13.0,110.0,76.0,200.0,90.0,291.0,26.0,272.0,153.0,442034c229804428b8e824304fa791c8.jpg
475.0,285.0,592.0,261.0,521.0,383.0,431.0,225.0,383.0,70.0,511.0,173.0,589.0,158.0,644.0,15.0,712.0,171.0,20376a35b82a064d650d262a508fbf44.jpg
98.0,179.0,127.0,162.0,126.0,194.0,68.0,180.0,44.0,142.0,82.0,146.0,107.0,132.0,120.0,97.0,144.0,137.0,533e024097f063537e052336e6f1eb5e.jpg
833.0,448.0,876.0,449.0,859.0,486.0,751.0,419.0,761.0,337.0,808.0,390.0,877.0,392.0,918.0,349.0,889.0,422.0,c3dbda2a0d15e54bf73a0aa5c4da622e.jpg
204.0,196.0,298.0,183.0,267.0,266.0,133.0,140.0,110.0,64.0,190.0,110.0,317.0,96.0,370.0,29.0,344.0,116.0,c7735696606da09f65a03b522a788b4a.jpg
275.0,453.0,552.0,410.0,437.0,667.0,90.0,295.0,-56.0,11.0,228.0,143.0,507.0,111.0,714.0,-108.0,709.0,220.0,f3cdc280b912939f336d93df573a8c70.jpg
434.0,392.0,573.0,373.0,522.0,506.0,357.0,317.0,317.0,178.0,430.0,251.0,540.0,239.0,628.0,139.0,635.0,282.0,82d3cd3834fe621e3ef77be127505d6d.jpg
173.0,202.0,232.0,200.0,202.0,247.0,134.0,177.0,129.0,105.0,176.0,146.0,230.0,145.0,279.0,109.0,277.0,176.0,bc16422bec731299a0a932f3d5eca845.jpg
283.0,211.0,292.0,211.0,287.0,217.0,279.0,207.0,277.0,195.0,286.0,201.0,293.0,201.0,300.0,194.0,301.0,207.0,b5e4c2ebc13f5fc2015aec08da27c77b.jpg
488.0,372.0,545.0,325.0,551.0,386.0,442.0,389.0,372.0,345.0,443.0,332.0,508.0,274.0,525.0,200.0,571.0,264.0,bbbd26bf08efa4b60647c0c5789db8f8.jpg
132.0,116.0,178.0,117.0,153.0,154.0,114.0,77.0,85.0,36.0,119.0,56.0,181.0,56.0,207.0,40.0,177.0,79.0,2aeafb478c4c09739a2748ef10ecff8e.jpg
533.0,356.0,696.0,377.0,612.0,469.0,404.0,316.0,425.0,118.0,536.0,240.0,667.0,257.0,796.0,166.0,770.0,367.0,5f9277c901c881c87210855bb6251f90.jpg
274.0,121.0,336.0,151.0,278.0,164.0,240.0,89.0,273.0,7.0,306.0,61.0,381.0,103.0,446.0,104.0,396.0,174.0,e5a1009e536b726ecb274765b64b2b5f.jpg
238.0,98.0,295.0,95.0,264.0,139.0,201.0,74.0,190.0,11.0,235.0,44.0,289.0,43.0,334.0,5.0,340.0,72.0,80869bf7dbfd80a16f7221b8b7e2ea0c.jpg
545.0,379.0,636.0,378.0,614.0,449.0,451.0,354.0,448.0,226.0,534.0,305.0,621.0,305.0,683.0,227.0,666.0,348.0,ca7720086f06ff7721b7a2f2f65b5117.jpg
181.0,226.0,164.0,165.0,227.0,187.0,135.0,256.0,45.0,264.0,104.0,236.0,92.0,188.0,36.0,152.0,106.0,128.0,5022c6972fe84b0c443cd3e9f8f047dd.jpg
243.0,183.0,258.0,180.0,253.0,193.0,229.0,176.0,227.0,158.0,243.0,168.0,255.0,166.0,267.0,152.0,267.0,170.0,c26aa923a7aa8b59c45df42f92dfd13a.jpg
188.0,196.0,276.0,192.0,230.0,267.0,143.0,143.0,121.0,67.0,192.0,104.0,269.0,104.0,340.0,65.0,335.0,143.0,71dee98be1cad3272f7ef1be7b19ab90.jpg
425.0,330.0,595.0,304.0,500.0,453.0,345.0,255.0,277.0,78.0,424.0,160.0,593.0,138.0,723.0,14.0,741.0,207.0,ffdd494531dbc5053614e11f33baf20b.jpg
249.0,135.0,326.0,138.0,298.0,185.0,177.0,140.0,166.0,47.0,222.0,85.0,330.0,87.0,371.0,57.0,363.0,138.0,36e21d10a17cd5ddee60af1197d1d45c.jpg
